timestamp_ns,type,seq,exposure_us,iso,path
7319845509000,rgb,8309,501,1450,rgb/rgb_7319845509000_8309.png
7319878830000,rgb,8310,501,1450,rgb/rgb_7319878830000_8310.png
7319912152000,rgb,8311,501,1450,rgb/rgb_7319912152000_8311.png
7319945474000,rgb,8312,501,1450,rgb/rgb_7319945474000_8312.png
7319978796000,rgb,8313,501,1450,rgb/rgb_7319978796000_8313.png
7320012118000,rgb,8314,501,1450,rgb/rgb_7320012118000_8314.png
7320045440000,rgb,8315,501,1450,rgb/rgb_7320045440000_8315.png
7320078761000,rgb,8316,501,1450,rgb/rgb_7320078761000_8316.png
7320112084000,rgb,8317,501,1450,rgb/rgb_7320112084000_8317.png
7320145405000,rgb,8318,501,1450,rgb/rgb_7320145405000_8318.png
7320178728000,rgb,8319,501,1450,rgb/rgb_7320178728000_8319.png
7320212049000,rgb,8320,501,1450,rgb/rgb_7320212049000_8320.png
7320245371000,rgb,8321,501,1450,rgb/rgb_7320245371000_8321.png
7320278693000,rgb,8322,501,1450,rgb/rgb_7320278693000_8322.png
7320312015000,rgb,8323,501,1450,rgb/rgb_7320312015000_8323.png
7320345336000,rgb,8324,501,1450,rgb/rgb_7320345336000_8324.png
7320378658000,rgb,8325,501,1450,rgb/rgb_7320378658000_8325.png
7320411980000,rgb,8326,501,1450,rgb/rgb_7320411980000_8326.png
7320445302000,rgb,8327,501,1450,rgb/rgb_7320445302000_8327.png
7320478624000,rgb,8328,501,1450,rgb/rgb_7320478624000_8328.png
7320511946000,rgb,8329,501,1450,rgb/rgb_7320511946000_8329.png
7320545268000,rgb,8330,501,1450,rgb/rgb_7320545268000_8330.png
7320578590000,rgb,8331,501,1450,rgb/rgb_7320578590000_8331.png
7320611912000,rgb,8332,501,1450,rgb/rgb_7320611912000_8332.png
7320645234000,rgb,8333,501,1450,rgb/rgb_7320645234000_8333.png
7320678555000,rgb,8334,501,1450,rgb/rgb_7320678555000_8334.png
7320711877000,rgb,8335,501,1450,rgb/rgb_7320711877000_8335.png
7320745199000,rgb,8336,501,1450,rgb/rgb_7320745199000_8336.png
7320778521000,rgb,8337,501,1450,rgb/rgb_7320778521000_8337.png
7320811843000,rgb,8338,501,1450,rgb/rgb_7320811843000_8338.png
7320845165000,rgb,8339,501,1450,rgb/rgb_7320845165000_8339.png
7320878487000,rgb,8340,501,1450,rgb/rgb_7320878487000_8340.png
7320911809000,rgb,8341,501,1450,rgb/rgb_7320911809000_8341.png
7320945131000,rgb,8342,501,1450,rgb/rgb_7320945131000_8342.png
7320978452000,rgb,8343,501,1450,rgb/rgb_7320978452000_8343.png
7321011774000,rgb,8344,501,1450,rgb/rgb_7321011774000_8344.png
7321045096000,rgb,8345,501,1450,rgb/rgb_7321045096000_8345.png
7321078418000,rgb,8346,501,1450,rgb/rgb_7321078418000_8346.png
7321111741000,rgb,8347,501,1450,rgb/rgb_7321111741000_8347.png
7321145062000,rgb,8348,501,1450,rgb/rgb_7321145062000_8348.png
7321178384000,rgb,8349,501,1450,rgb/rgb_7321178384000_8349.png
7321211706000,rgb,8350,501,1450,rgb/rgb_7321211706000_8350.png
7321245028000,rgb,8351,501,1450,rgb/rgb_7321245028000_8351.png
7321278349000,rgb,8352,501,1450,rgb/rgb_7321278349000_8352.png
7321311671000,rgb,8353,501,1450,rgb/rgb_7321311671000_8353.png
7321344993000,rgb,8354,501,1450,rgb/rgb_7321344993000_8354.png
7321378315000,rgb,8355,501,1450,rgb/rgb_7321378315000_8355.png
7321411637000,rgb,8356,501,1450,rgb/rgb_7321411637000_8356.png
7321444959000,rgb,8357,501,1450,rgb/rgb_7321444959000_8357.png
7321478281000,rgb,8358,501,1450,rgb/rgb_7321478281000_8358.png
7321511603000,rgb,8359,501,1450,rgb/rgb_7321511603000_8359.png
7321544924000,rgb,8360,501,1450,rgb/rgb_7321544924000_8360.png
7321578247000,rgb,8361,501,1450,rgb/rgb_7321578247000_8361.png
7321611569000,rgb,8362,501,1450,rgb/rgb_7321611569000_8362.png
7321644890000,rgb,8363,501,1450,rgb/rgb_7321644890000_8363.png
7321678212000,rgb,8364,501,1450,rgb/rgb_7321678212000_8364.png
7321711534000,rgb,8365,501,1450,rgb/rgb_7321711534000_8365.png
7321744856000,rgb,8366,501,1450,rgb/rgb_7321744856000_8366.png
7321778178000,rgb,8367,501,1450,rgb/rgb_7321778178000_8367.png
7321811499000,rgb,8368,501,1450,rgb/rgb_7321811499000_8368.png
7321844822000,rgb,8369,501,1450,rgb/rgb_7321844822000_8369.png
7321878143000,rgb,8370,501,1450,rgb/rgb_7321878143000_8370.png
7321911465000,rgb,8371,501,1450,rgb/rgb_7321911465000_8371.png
7321944787000,rgb,8372,501,1450,rgb/rgb_7321944787000_8372.png
7321978109000,rgb,8373,501,1450,rgb/rgb_7321978109000_8373.png
7322011431000,rgb,8374,501,1450,rgb/rgb_7322011431000_8374.png
7322044753000,rgb,8375,501,1450,rgb/rgb_7322044753000_8375.png
7322078075000,rgb,8376,501,1450,rgb/rgb_7322078075000_8376.png
7322111397000,rgb,8377,501,1450,rgb/rgb_7322111397000_8377.png
7322144719000,rgb,8378,501,1450,rgb/rgb_7322144719000_8378.png
7322178041000,rgb,8379,501,1450,rgb/rgb_7322178041000_8379.png
