timestamp_ns,type,seq,exposure_us,iso,path
2451155622000,rgb,10168,3001,1600,rgb/rgb_2451155622000_10168.png
2451188944000,rgb,10169,3001,1600,rgb/rgb_2451188944000_10169.png
2451222266000,rgb,10170,3001,1600,rgb/rgb_2451222266000_10170.png
2451255588000,rgb,10171,3001,1600,rgb/rgb_2451255588000_10171.png
2451288910000,rgb,10172,3001,1600,rgb/rgb_2451288910000_10172.png
2451322232000,rgb,10173,3001,1600,rgb/rgb_2451322232000_10173.png
2451355553000,rgb,10174,3001,1600,rgb/rgb_2451355553000_10174.png
2451388876000,rgb,10175,3001,1600,rgb/rgb_2451388876000_10175.png
2451422197000,rgb,10176,3001,1600,rgb/rgb_2451422197000_10176.png
2451455519000,rgb,10177,3001,1600,rgb/rgb_2451455519000_10177.png
2451488841000,rgb,10178,3001,1600,rgb/rgb_2451488841000_10178.png
2451522163000,rgb,10179,3001,1600,rgb/rgb_2451522163000_10179.png
2451555485000,rgb,10180,3001,1600,rgb/rgb_2451555485000_10180.png
2451588807000,rgb,10181,3001,1600,rgb/rgb_2451588807000_10181.png
2451622129000,rgb,10182,3001,1600,rgb/rgb_2451622129000_10182.png
2451655451000,rgb,10183,3001,1600,rgb/rgb_2451655451000_10183.png
2451688772000,rgb,10184,3001,1600,rgb/rgb_2451688772000_10184.png
2451722094000,rgb,10185,3001,1600,rgb/rgb_2451722094000_10185.png
2451755416000,rgb,10186,3001,1600,rgb/rgb_2451755416000_10186.png
2451788738000,rgb,10187,3001,1600,rgb/rgb_2451788738000_10187.png
2451822060000,rgb,10188,3001,1600,rgb/rgb_2451822060000_10188.png
2451855382000,rgb,10189,3001,1600,rgb/rgb_2451855382000_10189.png
2451888704000,rgb,10190,3001,1600,rgb/rgb_2451888704000_10190.png
2451922026000,rgb,10191,3001,1600,rgb/rgb_2451922026000_10191.png
2451955348000,rgb,10192,3001,1600,rgb/rgb_2451955348000_10192.png
2451988670000,rgb,10193,3001,1600,rgb/rgb_2451988670000_10193.png
2452021991000,rgb,10194,3001,1600,rgb/rgb_2452021991000_10194.png
2452055313000,rgb,10195,3001,1600,rgb/rgb_2452055313000_10195.png
2452088635000,rgb,10196,3001,1600,rgb/rgb_2452088635000_10196.png
2452121957000,rgb,10197,3001,1600,rgb/rgb_2452121957000_10197.png
2452155279000,rgb,10198,3001,1600,rgb/rgb_2452155279000_10198.png
2452188601000,rgb,10199,3001,1600,rgb/rgb_2452188601000_10199.png
2452221923000,rgb,10200,3001,1600,rgb/rgb_2452221923000_10200.png
2452255295000,rgb,10201,3001,1600,rgb/rgb_2452255295000_10201.png
2452288617000,rgb,10202,3001,1600,rgb/rgb_2452288617000_10202.png
2452321939000,rgb,10203,3001,1600,rgb/rgb_2452321939000_10203.png
2452355261000,rgb,10204,3001,1600,rgb/rgb_2452355261000_10204.png
2452388582000,rgb,10205,3001,1600,rgb/rgb_2452388582000_10205.png
2452421904000,rgb,10206,3001,1600,rgb/rgb_2452421904000_10206.png
2452455226000,rgb,10207,3001,1600,rgb/rgb_2452455226000_10207.png
2452488548000,rgb,10208,3001,1600,rgb/rgb_2452488548000_10208.png
2452521871000,rgb,10209,3001,1600,rgb/rgb_2452521871000_10209.png
2452555192000,rgb,10210,3001,1600,rgb/rgb_2452555192000_10210.png
2452588514000,rgb,10211,3001,1600,rgb/rgb_2452588514000_10211.png
2452621836000,rgb,10212,3001,1600,rgb/rgb_2452621836000_10212.png
2452655158000,rgb,10213,3001,1600,rgb/rgb_2452655158000_10213.png
2452688479000,rgb,10214,3001,1600,rgb/rgb_2452688479000_10214.png
2452721801000,rgb,10215,3001,1600,rgb/rgb_2452721801000_10215.png
2452755123000,rgb,10216,3001,1600,rgb/rgb_2452755123000_10216.png
2452788445000,rgb,10217,3001,1600,rgb/rgb_2452788445000_10217.png
2452821767000,rgb,10218,3001,1600,rgb/rgb_2452821767000_10218.png
